X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,Label
0,0,0,192,192,0,0,0,0,0,0,0,0,0,0,0,3,771,823,959,D
0,0,0,0,192,192,0,0,0,0,0,0,0,0,0,0,3,771,823,959,R
0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,3,771,823,959,L
0,0,0,0,192,192,0,0,0,0,0,0,0,0,0,0,3,771,823,959,L
0,0,0,0,384,384,0,0,0,0,0,0,0,0,0,0,3,771,823,959,L
0,0,0,0,768,768,0,0,0,0,0,0,0,0,0,0,3,771,823,959,L
0,0,0,0,0,768,768,0,0,0,0,0,0,0,0,0,3,771,823,959,D
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,771,771,823,959,D
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,768,771,771,823,959,C
0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,768,771,771,823,959,L
0,64,64,64,64,0,0,0,0,0,0,0,0,0,0,768,771,771,823,959,L
0,128,128,128,128,0,0,0,0,0,0,0,0,0,0,768,771,771,823,959,D
0,0,0,0,0,0,0,0,0,128,128,128,128,0,0,768,771,771,823,959,D
32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,896,899,899,951,959,D
0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,896,899,899,951,959,L
0,0,0,0,0,0,64,64,64,64,0,0,0,0,0,896,899,899,951,959,D
48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,963,963,1015,D
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,896,963,963,1015,D
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,896,963,963,1015,D
32,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1011,1011,1015,R
16,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1011,1011,1015,D
0,16,24,16,0,0,0,0,0,0,0,0,0,0,0,0,896,1011,1011,1015,R
0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,0,896,1011,1011,1015,D
32,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,C
8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,D
0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,R
0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,R
0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,C
0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,D
0,0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,R
0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,C
0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1019,D
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,896,1019,D
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,D
0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,903,D
0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,903,L
16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,999,D
0,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,999,D
0,0,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,999,C
0,0,16,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,96,999,C
0,0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,999,C
0,0,32,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,96,999,D
0,0,0,32,48,32,0,0,0,0,0,0,0,0,0,0,0,0,96,999,R
0,0,0,16,24,16,0,0,0,0,0,0,0,0,0,0,0,0,96,999,R
0,0,0,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,96,999,D
0,0,0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,0,96,999,D
0,0,0,0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,96,999,C
0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,16,56,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,32,112,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,64,224,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,128,448,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,256,896,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,256,896,0,0,0,0,0,0,0,96,999,L
0,0,0,0,0,0,0,0,0,256,896,0,0,0,0,0,0,0,96,999,D
56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,992,999,D
0,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,992,999,C
0,32,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,256,992,999,R
0,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,256,992,999,R
0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,256,992,999,D
0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,256,992,999,D
0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,256,992,999,L
0,0,0,0,0,0,0,0,16,16,24,0,0,0,0,0,0,256,992,999,D
48,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,D
0,48,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,C
0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,C
0,16,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,D
0,0,16,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,C
0,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,C
0,0,48,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,C
0,0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,D
0,0,0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,R
0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,R
0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,R
0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,R
0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,R
0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1008,R
0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,272,1008,D
0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,272,1008,L
0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,272,1008,D
32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,D
0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,R
0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,R
0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,R
0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,D
0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,R
0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,280,1022,R
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,280,1022,D
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,D
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,C
0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,L
0,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,L
0,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,L
0,256,256,256,256,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,L
0,512,512,512,512,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,L
0,512,512,512,512,0,0,0,0,0,0,0,0,0,0,0,0,1,1,281,D
0,0,0,0,0,0,0,0,0,0,0,0,512,512,512,512,0,1,1,281,D
32,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,512,513,513,793,D
0,32,48,32,0,0,0,0,0,0,0,0,0,0,0,0,512,513,513,793,C
0,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,512,513,513,793,L
0,32,112,0,0,0,0,0,0,0,0,0,0,0,0,0,512,513,513,793,D
0,0,32,112,0,0,0,0,0,0,0,0,0,0,0,0,512,513,513,793,L
0,0,0,0,0,0,0,0,0,64,224,0,0,0,0,0,512,513,513,793,D
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,513,577,1017,D
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,513,577,1017,C
0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,512,513,577,1017,R
0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,512,513,577,1017,R
0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,512,513,577,1017,R
0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,512,513,577,1017,D
0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,512,513,577,1017,R
0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,512,513,577,1017,D
24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,515,579,1019,C
32,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,514,515,579,1019,R
16,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,514,515,579,1019,D
0,16,24,8,0,0,0,0,0,0,0,0,0,0,0,0,514,515,579,1019,R
0,0,0,0,0,0,8,12,4,0,0,0,0,0,0,0,514,515,579,1019,D
32,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,523,591,D
0,32,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,514,523,591,C
0,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,523,591,L
0,48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,523,591,L
0,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,523,591,D
0,0,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,514,523,591,L
0,0,0,0,0,0,0,0,0,192,384,0,0,0,0,0,0,514,523,591,D
32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,715,975,D
0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,715,975,C
0,16,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,514,715,975,D
0,0,0,0,0,0,0,0,0,0,0,16,16,48,0,0,0,514,715,975,D
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,731,D
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,731,C
0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,530,731,L
0,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,530,731,L
0,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,530,731,D
0,0,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,530,731,L
0,0,0,0,0,0,0,0,256,256,256,256,0,0,0,0,0,0,530,731,D
32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,256,256,786,987,D
0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,0,256,256,786,987,D
48,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,D
0,48,32,32,0,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,C
0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,D
0,0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,C
0,0,16,16,48,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,L
0,0,32,32,96,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,L
0,0,64,64,192,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,L
0,0,128,128,384,0,0,0,0,0,0,0,0,0,0,0,288,288,818,1019,D
0,0,0,0,0,0,0,0,128,128,384,0,0,0,0,0,288,288,818,1019,R
0,0,0,0,0,0,0,0,64,64,192,0,0,0,0,0,288,288,818,1019,D
16,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,D
0,16,48,32,0,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,L
0,32,96,64,0,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,L
0,64,192,128,0,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,D
0,0,64,192,128,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,R
0,0,32,96,64,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,R
0,0,16,48,32,0,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,D
0,0,0,16,48,32,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,D
0,0,0,0,16,48,32,0,0,0,0,0,0,0,0,0,352,352,1010,1019,C
0,0,0,0,48,24,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,R
0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,R
0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,352,352,1010,1019,D
0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,352,352,1010,1019,D
0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,352,352,1010,1019,L
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,364,352,1010,1019,D
16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,D
0,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,C
0,16,48,16,0,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,8,24,8,0,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,D
0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,352,376,1022,1019,R
0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,352,376,1022,1019,D
32,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,D
0,32,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,C
0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,D
0,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,C
0,0,48,16,16,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,C
0,0,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,R
0,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,D
0,0,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,C
0,0,0,16,16,24,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,C
0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,C
0,0,0,24,8,8,0,0,0,0,0,0,0,0,0,0,0,353,379,1019,D
